Geography,Geography,Gender (3a),Age (in single,2021,2016
485,"Rouyn-Noranda (CA), Que.",  Men+,97,,
485,"Rouyn-Noranda (CA), Que.",  Men+,98,,
485,"Rouyn-Noranda (CA), Que.",  Men+,99,,
485,"Rouyn-Noranda (CA), Que.",  Men+,      100 years and over,,
485,"Rouyn-Noranda (CA), Que.",  Men+,Average age,,
485,"Rouyn-Noranda (CA), Que.",  Men+,Median age,,
485,"Rouyn-Noranda (CA), Que.",  Women+,Total - Age,,
485,"Rouyn-Noranda (CA), Que.",  Women+,  0 to 14 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    0 to 4 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,      Under 1 year,,
485,"Rouyn-Noranda (CA), Que.",  Women+,1,,
485,"Rouyn-Noranda (CA), Que.",  Women+,2,,
485,"Rouyn-Noranda (CA), Que.",  Women+,3,,
485,"Rouyn-Noranda (CA), Que.",  Women+,4,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    5 to 9 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,5,,
485,"Rouyn-Noranda (CA), Que.",  Women+,6,,
485,"Rouyn-Noranda (CA), Que.",  Women+,7,,
485,"Rouyn-Noranda (CA), Que.",  Women+,8,,
485,"Rouyn-Noranda (CA), Que.",  Women+,9,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    10 to 14 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,10,,
485,"Rouyn-Noranda (CA), Que.",  Women+,11,,
485,"Rouyn-Noranda (CA), Que.",  Women+,12,,
485,"Rouyn-Noranda (CA), Que.",  Women+,13,,
485,"Rouyn-Noranda (CA), Que.",  Women+,14,,
485,"Rouyn-Noranda (CA), Que.",  Women+,  15 to 64 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    15 to 19 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,15,,
485,"Rouyn-Noranda (CA), Que.",  Women+,16,,
485,"Rouyn-Noranda (CA), Que.",  Women+,17,,
485,"Rouyn-Noranda (CA), Que.",  Women+,18,,
485,"Rouyn-Noranda (CA), Que.",  Women+,19,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    20 to 24 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,20,,
485,"Rouyn-Noranda (CA), Que.",  Women+,21,,
485,"Rouyn-Noranda (CA), Que.",  Women+,22,,
485,"Rouyn-Noranda (CA), Que.",  Women+,23,,
485,"Rouyn-Noranda (CA), Que.",  Women+,24,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    25 to 29 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,25,,
485,"Rouyn-Noranda (CA), Que.",  Women+,26,,
485,"Rouyn-Noranda (CA), Que.",  Women+,27,,
485,"Rouyn-Noranda (CA), Que.",  Women+,28,,
485,"Rouyn-Noranda (CA), Que.",  Women+,29,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    30 to 34 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,30,,
485,"Rouyn-Noranda (CA), Que.",  Women+,31,,
485,"Rouyn-Noranda (CA), Que.",  Women+,32,,
485,"Rouyn-Noranda (CA), Que.",  Women+,33,,
485,"Rouyn-Noranda (CA), Que.",  Women+,34,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    35 to 39 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,35,,
485,"Rouyn-Noranda (CA), Que.",  Women+,36,,
485,"Rouyn-Noranda (CA), Que.",  Women+,37,,
485,"Rouyn-Noranda (CA), Que.",  Women+,38,,
485,"Rouyn-Noranda (CA), Que.",  Women+,39,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    40 to 44 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,40,,
485,"Rouyn-Noranda (CA), Que.",  Women+,41,,
485,"Rouyn-Noranda (CA), Que.",  Women+,42,,
485,"Rouyn-Noranda (CA), Que.",  Women+,43,,
485,"Rouyn-Noranda (CA), Que.",  Women+,44,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    45 to 49 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,45,,
485,"Rouyn-Noranda (CA), Que.",  Women+,46,,
485,"Rouyn-Noranda (CA), Que.",  Women+,47,,
485,"Rouyn-Noranda (CA), Que.",  Women+,48,,
485,"Rouyn-Noranda (CA), Que.",  Women+,49,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    50 to 54 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,50,,
485,"Rouyn-Noranda (CA), Que.",  Women+,51,,
485,"Rouyn-Noranda (CA), Que.",  Women+,52,,
485,"Rouyn-Noranda (CA), Que.",  Women+,53,,
485,"Rouyn-Noranda (CA), Que.",  Women+,54,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    55 to 59 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,55,,
485,"Rouyn-Noranda (CA), Que.",  Women+,56,,
485,"Rouyn-Noranda (CA), Que.",  Women+,57,,
485,"Rouyn-Noranda (CA), Que.",  Women+,58,,
485,"Rouyn-Noranda (CA), Que.",  Women+,59,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    60 to 64 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,60,,
485,"Rouyn-Noranda (CA), Que.",  Women+,61,,
485,"Rouyn-Noranda (CA), Que.",  Women+,62,,
485,"Rouyn-Noranda (CA), Que.",  Women+,63,,
485,"Rouyn-Noranda (CA), Que.",  Women+,64,,
485,"Rouyn-Noranda (CA), Que.",  Women+,  65 years and over,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    65 to 69 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,65,,
485,"Rouyn-Noranda (CA), Que.",  Women+,66,,
485,"Rouyn-Noranda (CA), Que.",  Women+,67,,
485,"Rouyn-Noranda (CA), Que.",  Women+,68,,
485,"Rouyn-Noranda (CA), Que.",  Women+,69,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    70 to 74 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,70,,
485,"Rouyn-Noranda (CA), Que.",  Women+,71,,
485,"Rouyn-Noranda (CA), Que.",  Women+,72,,
485,"Rouyn-Noranda (CA), Que.",  Women+,73,,
485,"Rouyn-Noranda (CA), Que.",  Women+,74,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    75 to 79 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,75,,
485,"Rouyn-Noranda (CA), Que.",  Women+,76,,
485,"Rouyn-Noranda (CA), Que.",  Women+,77,,
485,"Rouyn-Noranda (CA), Que.",  Women+,78,,
485,"Rouyn-Noranda (CA), Que.",  Women+,79,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    80 to 84 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,80,,
485,"Rouyn-Noranda (CA), Que.",  Women+,81,,
485,"Rouyn-Noranda (CA), Que.",  Women+,82,,
485,"Rouyn-Noranda (CA), Que.",  Women+,83,,
485,"Rouyn-Noranda (CA), Que.",  Women+,84,,
485,"Rouyn-Noranda (CA), Que.",  Women+,    85 years and over,,
485,"Rouyn-Noranda (CA), Que.",  Women+,      85 to 89 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,85,,
485,"Rouyn-Noranda (CA), Que.",  Women+,86,,
485,"Rouyn-Noranda (CA), Que.",  Women+,87,,
485,"Rouyn-Noranda (CA), Que.",  Women+,88,,
485,"Rouyn-Noranda (CA), Que.",  Women+,89,,
485,"Rouyn-Noranda (CA), Que.",  Women+,      90 to 94 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,90,,
485,"Rouyn-Noranda (CA), Que.",  Women+,91,,
485,"Rouyn-Noranda (CA), Que.",  Women+,92,,
485,"Rouyn-Noranda (CA), Que.",  Women+,93,,
485,"Rouyn-Noranda (CA), Que.",  Women+,94,,
485,"Rouyn-Noranda (CA), Que.",  Women+,      95 to 99 years,,
485,"Rouyn-Noranda (CA), Que.",  Women+,95,,
485,"Rouyn-Noranda (CA), Que.",  Women+,96,,
485,"Rouyn-Noranda (CA), Que.",  Women+,97,,
485,"Rouyn-Noranda (CA), Que.",  Women+,98,,
485,"Rouyn-Noranda (CA), Que.",  Women+,99,,
485,"Rouyn-Noranda (CA), Que.",  Women+,      100 years and over,,
485,"Rouyn-Noranda (CA), Que.",  Women+,Average age,,
485,"Rouyn-Noranda (CA), Que.",  Women+,Median age,,
408,"Saguenay (CMA), Que.", Total - Gender,Total - Age,,
408,"Saguenay (CMA), Que.", Total - Gender,  0 to 14 years,,
408,"Saguenay (CMA), Que.", Total - Gender,    0 to 4 years,,
408,"Saguenay (CMA), Que.", Total - Gender,      Under 1 year,,
408,"Saguenay (CMA), Que.", Total - Gender,1,,
408,"Saguenay (CMA), Que.", Total - Gender,2,,
408,"Saguenay (CMA), Que.", Total - Gender,3,,
408,"Saguenay (CMA), Que.", Total - Gender,4,,
408,"Saguenay (CMA), Que.", Total - Gender,    5 to 9 years,,
408,"Saguenay (CMA), Que.", Total - Gender,5,,
408,"Saguenay (CMA), Que.", Total - Gender,6,,
408,"Saguenay (CMA), Que.", Total - Gender,7,,
408,"Saguenay (CMA), Que.", Total - Gender,8,,
408,"Saguenay (CMA), Que.", Total - Gender,9,,
408,"Saguenay (CMA), Que.", Total - Gender,    10 to 14 years,,
408,"Saguenay (CMA), Que.", Total - Gender,10,,
408,"Saguenay (CMA), Que.", Total - Gender,11,,
408,"Saguenay (CMA), Que.", Total - Gender,12,,
408,"Saguenay (CMA), Que.", Total - Gender,13,,
408,"Saguenay (CMA), Que.", Total - Gender,14,,
408,"Saguenay (CMA), Que.", Total - Gender,  15 to 64 years,,
408,"Saguenay (CMA), Que.", Total - Gender,    15 to 19 years,,
408,"Saguenay (CMA), Que.", Total - Gender,15,,
408,"Saguenay (CMA), Que.", Total - Gender,16,,
408,"Saguenay (CMA), Que.", Total - Gender,17,,
408,"Saguenay (CMA), Que.", Total - Gender,18,,
408,"Saguenay (CMA), Que.", Total - Gender,19,,
408,"Saguenay (CMA), Que.", Total - Gender,    20 to 24 years,,
408,"Saguenay (CMA), Que.", Total - Gender,20,,
408,"Saguenay (CMA), Que.", Total - Gender,21,,
408,"Saguenay (CMA), Que.", Total - Gender,22,,
408,"Saguenay (CMA), Que.", Total - Gender,23,,
408,"Saguenay (CMA), Que.", Total - Gender,24,,
408,"Saguenay (CMA), Que.", Total - Gender,    25 to 29 years,,
408,"Saguenay (CMA), Que.", Total - Gender,25,,
408,"Saguenay (CMA), Que.", Total - Gender,26,,
408,"Saguenay (CMA), Que.", Total - Gender,27,,
408,"Saguenay (CMA), Que.", Total - Gender,28,,
408,"Saguenay (CMA), Que.", Total - Gender,29,,
408,"Saguenay (CMA), Que.", Total - Gender,    30 to 34 years,,
408,"Saguenay (CMA), Que.", Total - Gender,30,,
408,"Saguenay (CMA), Que.", Total - Gender,31,,
408,"Saguenay (CMA), Que.", Total - Gender,32,,
408,"Saguenay (CMA), Que.", Total - Gender,33,,
408,"Saguenay (CMA), Que.", Total - Gender,34,,
408,"Saguenay (CMA), Que.", Total - Gender,    35 to 39 years,,
408,"Saguenay (CMA), Que.", Total - Gender,35,,
408,"Saguenay (CMA), Que.", Total - Gender,36,,
408,"Saguenay (CMA), Que.", Total - Gender,37,,
408,"Saguenay (CMA), Que.", Total - Gender,38,,
408,"Saguenay (CMA), Que.", Total - Gender,39,,
408,"Saguenay (CMA), Que.", Total - Gender,    40 to 44 years,,
408,"Saguenay (CMA), Que.", Total - Gender,40,,
408,"Saguenay (CMA), Que.", Total - Gender,41,,
408,"Saguenay (CMA), Que.", Total - Gender,42,,
408,"Saguenay (CMA), Que.", Total - Gender,43,,
408,"Saguenay (CMA), Que.", Total - Gender,44,,
408,"Saguenay (CMA), Que.", Total - Gender,    45 to 49 years,,
408,"Saguenay (CMA), Que.", Total - Gender,45,,
408,"Saguenay (CMA), Que.", Total - Gender,46,,
408,"Saguenay (CMA), Que.", Total - Gender,47,,
408,"Saguenay (CMA), Que.", Total - Gender,48,,
408,"Saguenay (CMA), Que.", Total - Gender,49,,
408,"Saguenay (CMA), Que.", Total - Gender,    50 to 54 years,,
408,"Saguenay (CMA), Que.", Total - Gender,50,,
408,"Saguenay (CMA), Que.", Total - Gender,51,,
408,"Saguenay (CMA), Que.", Total - Gender,52,,
408,"Saguenay (CMA), Que.", Total - Gender,53,,
408,"Saguenay (CMA), Que.", Total - Gender,54,,
408,"Saguenay (CMA), Que.", Total - Gender,    55 to 59 years,,
408,"Saguenay (CMA), Que.", Total - Gender,55,,
408,"Saguenay (CMA), Que.", Total - Gender,56,,
408,"Saguenay (CMA), Que.", Total - Gender,57,,
408,"Saguenay (CMA), Que.", Total - Gender,58,,
408,"Saguenay (CMA), Que.", Total - Gender,59,,
408,"Saguenay (CMA), Que.", Total - Gender,    60 to 64 years,,
408,"Saguenay (CMA), Que.", Total - Gender,60,,
408,"Saguenay (CMA), Que.", Total - Gender,61,,
408,"Saguenay (CMA), Que.", Total - Gender,62,,
408,"Saguenay (CMA), Que.", Total - Gender,63,,
408,"Saguenay (CMA), Que.", Total - Gender,64,,
408,"Saguenay (CMA), Que.", Total - Gender,  65 years and over,,
408,"Saguenay (CMA), Que.", Total - Gender,    65 to 69 years,,
408,"Saguenay (CMA), Que.", Total - Gender,65,,
408,"Saguenay (CMA), Que.", Total - Gender,66,,
408,"Saguenay (CMA), Que.", Total - Gender,67,,
408,"Saguenay (CMA), Que.", Total - Gender,68,,
408,"Saguenay (CMA), Que.", Total - Gender,69,,
408,"Saguenay (CMA), Que.", Total - Gender,    70 to 74 years,,
408,"Saguenay (CMA), Que.", Total - Gender,70,,
408,"Saguenay (CMA), Que.", Total - Gender,71,,
408,"Saguenay (CMA), Que.", Total - Gender,72,,
408,"Saguenay (CMA), Que.", Total - Gender,73,,
408,"Saguenay (CMA), Que.", Total - Gender,74,,
408,"Saguenay (CMA), Que.", Total - Gender,    75 to 79 years,,
408,"Saguenay (CMA), Que.", Total - Gender,75,,
408,"Saguenay (CMA), Que.", Total - Gender,76,,
408,"Saguenay (CMA), Que.", Total - Gender,77,,
408,"Saguenay (CMA), Que.", Total - Gender,78,,
408,"Saguenay (CMA), Que.", Total - Gender,79,,
408,"Saguenay (CMA), Que.", Total - Gender,    80 to 84 years,,
408,"Saguenay (CMA), Que.", Total - Gender,80,,
408,"Saguenay (CMA), Que.", Total - Gender,81,,
408,"Saguenay (CMA), Que.", Total - Gender,82,,
408,"Saguenay (CMA), Que.", Total - Gender,83,,
408,"Saguenay (CMA), Que.", Total - Gender,84,,
408,"Saguenay (CMA), Que.", Total - Gender,    85 years and over,,
408,"Saguenay (CMA), Que.", Total - Gender,      85 to 89 years,,
408,"Saguenay (CMA), Que.", Total - Gender,85,,
408,"Saguenay (CMA), Que.", Total - Gender,86,,
408,"Saguenay (CMA), Que.", Total - Gender,87,,
408,"Saguenay (CMA), Que.", Total - Gender,88,,
408,"Saguenay (CMA), Que.", Total - Gender,89,,
408,"Saguenay (CMA), Que.", Total - Gender,      90 to 94 years,,
408,"Saguenay (CMA), Que.", Total - Gender,90,,
408,"Saguenay (CMA), Que.", Total - Gender,91,,
408,"Saguenay (CMA), Que.", Total - Gender,92,,
408,"Saguenay (CMA), Que.", Total - Gender,93,,
408,"Saguenay (CMA), Que.", Total - Gender,94,,
408,"Saguenay (CMA), Que.", Total - Gender,      95 to 99 years,,
408,"Saguenay (CMA), Que.", Total - Gender,95,,
408,"Saguenay (CMA), Que.", Total - Gender,96,,
408,"Saguenay (CMA), Que.", Total - Gender,97,,
408,"Saguenay (CMA), Que.", Total - Gender,98,,
408,"Saguenay (CMA), Que.", Total - Gender,99,,
408,"Saguenay (CMA), Que.", Total - Gender,      100 years and over,,
408,"Saguenay (CMA), Que.", Total - Gender,Average age,,
408,"Saguenay (CMA), Que.", Total - Gender,Median age,,
408,"Saguenay (CMA), Que.",  Men+,Total - Age,,
408,"Saguenay (CMA), Que.",  Men+,  0 to 14 years,,
408,"Saguenay (CMA), Que.",  Men+,    0 to 4 years,,
408,"Saguenay (CMA), Que.",  Men+,      Under 1 year,,
408,"Saguenay (CMA), Que.",  Men+,1,,
408,"Saguenay (CMA), Que.",  Men+,2,,
408,"Saguenay (CMA), Que.",  Men+,3,,
408,"Saguenay (CMA), Que.",  Men+,4,,
408,"Saguenay (CMA), Que.",  Men+,    5 to 9 years,,
408,"Saguenay (CMA), Que.",  Men+,5,,
408,"Saguenay (CMA), Que.",  Men+,6,,
408,"Saguenay (CMA), Que.",  Men+,7,,
408,"Saguenay (CMA), Que.",  Men+,8,,
408,"Saguenay (CMA), Que.",  Men+,9,,
408,"Saguenay (CMA), Que.",  Men+,    10 to 14 years,,
408,"Saguenay (CMA), Que.",  Men+,10,,
408,"Saguenay (CMA), Que.",  Men+,11,,
408,"Saguenay (CMA), Que.",  Men+,12,,
408,"Saguenay (CMA), Que.",  Men+,13,,
408,"Saguenay (CMA), Que.",  Men+,14,,
408,"Saguenay (CMA), Que.",  Men+,  15 to 64 years,,
408,"Saguenay (CMA), Que.",  Men+,    15 to 19 years,,
408,"Saguenay (CMA), Que.",  Men+,15,,
408,"Saguenay (CMA), Que.",  Men+,16,,
408,"Saguenay (CMA), Que.",  Men+,17,,
408,"Saguenay (CMA), Que.",  Men+,18,,
408,"Saguenay (CMA), Que.",  Men+,19,,
408,"Saguenay (CMA), Que.",  Men+,    20 to 24 years,,
408,"Saguenay (CMA), Que.",  Men+,20,,
408,"Saguenay (CMA), Que.",  Men+,21,,
408,"Saguenay (CMA), Que.",  Men+,22,,
408,"Saguenay (CMA), Que.",  Men+,23,,
408,"Saguenay (CMA), Que.",  Men+,24,,
408,"Saguenay (CMA), Que.",  Men+,    25 to 29 years,,
408,"Saguenay (CMA), Que.",  Men+,25,,
408,"Saguenay (CMA), Que.",  Men+,26,,
408,"Saguenay (CMA), Que.",  Men+,27,,
408,"Saguenay (CMA), Que.",  Men+,28,,
408,"Saguenay (CMA), Que.",  Men+,29,,
408,"Saguenay (CMA), Que.",  Men+,    30 to 34 years,,
408,"Saguenay (CMA), Que.",  Men+,30,,
408,"Saguenay (CMA), Que.",  Men+,31,,
408,"Saguenay (CMA), Que.",  Men+,32,,
408,"Saguenay (CMA), Que.",  Men+,33,,
408,"Saguenay (CMA), Que.",  Men+,34,,
408,"Saguenay (CMA), Que.",  Men+,    35 to 39 years,,
408,"Saguenay (CMA), Que.",  Men+,35,,
408,"Saguenay (CMA), Que.",  Men+,36,,
408,"Saguenay (CMA), Que.",  Men+,37,,
408,"Saguenay (CMA), Que.",  Men+,38,,
408,"Saguenay (CMA), Que.",  Men+,39,,
408,"Saguenay (CMA), Que.",  Men+,    40 to 44 years,,
408,"Saguenay (CMA), Que.",  Men+,40,,
408,"Saguenay (CMA), Que.",  Men+,41,,
408,"Saguenay (CMA), Que.",  Men+,42,,
408,"Saguenay (CMA), Que.",  Men+,43,,
408,"Saguenay (CMA), Que.",  Men+,44,,
408,"Saguenay (CMA), Que.",  Men+,    45 to 49 years,,
408,"Saguenay (CMA), Que.",  Men+,45,,
408,"Saguenay (CMA), Que.",  Men+,46,,
408,"Saguenay (CMA), Que.",  Men+,47,,
408,"Saguenay (CMA), Que.",  Men+,48,,
408,"Saguenay (CMA), Que.",  Men+,49,,
408,"Saguenay (CMA), Que.",  Men+,    50 to 54 years,,
408,"Saguenay (CMA), Que.",  Men+,50,,
408,"Saguenay (CMA), Que.",  Men+,51,,
408,"Saguenay (CMA), Que.",  Men+,52,,
408,"Saguenay (CMA), Que.",  Men+,53,,
408,"Saguenay (CMA), Que.",  Men+,54,,
408,"Saguenay (CMA), Que.",  Men+,    55 to 59 years,,
408,"Saguenay (CMA), Que.",  Men+,55,,
408,"Saguenay (CMA), Que.",  Men+,56,,
408,"Saguenay (CMA), Que.",  Men+,57,,
408,"Saguenay (CMA), Que.",  Men+,58,,
408,"Saguenay (CMA), Que.",  Men+,59,,
408,"Saguenay (CMA), Que.",  Men+,    60 to 64 years,,
408,"Saguenay (CMA), Que.",  Men+,60,,
408,"Saguenay (CMA), Que.",  Men+,61,,
408,"Saguenay (CMA), Que.",  Men+,62,,
408,"Saguenay (CMA), Que.",  Men+,63,,
408,"Saguenay (CMA), Que.",  Men+,64,,
408,"Saguenay (CMA), Que.",  Men+,  65 years and over,,
408,"Saguenay (CMA), Que.",  Men+,    65 to 69 years,,
408,"Saguenay (CMA), Que.",  Men+,65,,
408,"Saguenay (CMA), Que.",  Men+,66,,
408,"Saguenay (CMA), Que.",  Men+,67,,
408,"Saguenay (CMA), Que.",  Men+,68,,
408,"Saguenay (CMA), Que.",  Men+,69,,
408,"Saguenay (CMA), Que.",  Men+,    70 to 74 years,,
408,"Saguenay (CMA), Que.",  Men+,70,,
408,"Saguenay (CMA), Que.",  Men+,71,,
408,"Saguenay (CMA), Que.",  Men+,72,,
408,"Saguenay (CMA), Que.",  Men+,73,,
408,"Saguenay (CMA), Que.",  Men+,74,,
408,"Saguenay (CMA), Que.",  Men+,    75 to 79 years,,
408,"Saguenay (CMA), Que.",  Men+,75,,
408,"Saguenay (CMA), Que.",  Men+,76,,
408,"Saguenay (CMA), Que.",  Men+,77,,
408,"Saguenay (CMA), Que.",  Men+,78,,
408,"Saguenay (CMA), Que.",  Men+,79,,
408,"Saguenay (CMA), Que.",  Men+,    80 to 84 years,,
408,"Saguenay (CMA), Que.",  Men+,80,,
408,"Saguenay (CMA), Que.",  Men+,81,,
408,"Saguenay (CMA), Que.",  Men+,82,,
408,"Saguenay (CMA), Que.",  Men+,83,,
408,"Saguenay (CMA), Que.",  Men+,84,,
408,"Saguenay (CMA), Que.",  Men+,    85 years and over,,
408,"Saguenay (CMA), Que.",  Men+,      85 to 89 years,,
408,"Saguenay (CMA), Que.",  Men+,85,,
408,"Saguenay (CMA), Que.",  Men+,86,,
408,"Saguenay (CMA), Que.",  Men+,87,,
408,"Saguenay (CMA), Que.",  Men+,88,,
408,"Saguenay (CMA), Que.",  Men+,89,,
408,"Saguenay (CMA), Que.",  Men+,      90 to 94 years,,
408,"Saguenay (CMA), Que.",  Men+,90,,
408,"Saguenay (CMA), Que.",  Men+,91,,
408,"Saguenay (CMA), Que.",  Men+,92,,
408,"Saguenay (CMA), Que.",  Men+,93,,
408,"Saguenay (CMA), Que.",  Men+,94,,
408,"Saguenay (CMA), Que.",  Men+,      95 to 99 years,,
408,"Saguenay (CMA), Que.",  Men+,95,,
408,"Saguenay (CMA), Que.",  Men+,96,,
408,"Saguenay (CMA), Que.",  Men+,97,,
408,"Saguenay (CMA), Que.",  Men+,98,,
408,"Saguenay (CMA), Que.",  Men+,99,,
408,"Saguenay (CMA), Que.",  Men+,      100 years and over,,
408,"Saguenay (CMA), Que.",  Men+,Average age,,
408,"Saguenay (CMA), Que.",  Men+,Median age,,
408,"Saguenay (CMA), Que.",  Women+,Total - Age,,
408,"Saguenay (CMA), Que.",  Women+,  0 to 14 years,,
408,"Saguenay (CMA), Que.",  Women+,    0 to 4 years,,
408,"Saguenay (CMA), Que.",  Women+,      Under 1 year,,
408,"Saguenay (CMA), Que.",  Women+,1,,
408,"Saguenay (CMA), Que.",  Women+,2,,
408,"Saguenay (CMA), Que.",  Women+,3,,
408,"Saguenay (CMA), Que.",  Women+,4,,
408,"Saguenay (CMA), Que.",  Women+,    5 to 9 years,,
408,"Saguenay (CMA), Que.",  Women+,5,,
408,"Saguenay (CMA), Que.",  Women+,6,,
408,"Saguenay (CMA), Que.",  Women+,7,,
408,"Saguenay (CMA), Que.",  Women+,8,,
408,"Saguenay (CMA), Que.",  Women+,9,,
408,"Saguenay (CMA), Que.",  Women+,    10 to 14 years,,
408,"Saguenay (CMA), Que.",  Women+,10,,
408,"Saguenay (CMA), Que.",  Women+,11,,
408,"Saguenay (CMA), Que.",  Women+,12,,
408,"Saguenay (CMA), Que.",  Women+,13,,
408,"Saguenay (CMA), Que.",  Women+,14,,
408,"Saguenay (CMA), Que.",  Women+,  15 to 64 years,,
408,"Saguenay (CMA), Que.",  Women+,    15 to 19 years,,
408,"Saguenay (CMA), Que.",  Women+,15,,
408,"Saguenay (CMA), Que.",  Women+,16,,
408,"Saguenay (CMA), Que.",  Women+,17,,
408,"Saguenay (CMA), Que.",  Women+,18,,
408,"Saguenay (CMA), Que.",  Women+,19,,
408,"Saguenay (CMA), Que.",  Women+,    20 to 24 years,,
408,"Saguenay (CMA), Que.",  Women+,20,,
408,"Saguenay (CMA), Que.",  Women+,21,,
408,"Saguenay (CMA), Que.",  Women+,22,,
408,"Saguenay (CMA), Que.",  Women+,23,,
408,"Saguenay (CMA), Que.",  Women+,24,,
408,"Saguenay (CMA), Que.",  Women+,    25 to 29 years,,
408,"Saguenay (CMA), Que.",  Women+,25,,
408,"Saguenay (CMA), Que.",  Women+,26,,
408,"Saguenay (CMA), Que.",  Women+,27,,
408,"Saguenay (CMA), Que.",  Women+,28,,
408,"Saguenay (CMA), Que.",  Women+,29,,
408,"Saguenay (CMA), Que.",  Women+,    30 to 34 years,,
408,"Saguenay (CMA), Que.",  Women+,30,,
408,"Saguenay (CMA), Que.",  Women+,31,,
408,"Saguenay (CMA), Que.",  Women+,32,,
408,"Saguenay (CMA), Que.",  Women+,33,,
408,"Saguenay (CMA), Que.",  Women+,34,,
408,"Saguenay (CMA), Que.",  Women+,    35 to 39 years,,
408,"Saguenay (CMA), Que.",  Women+,35,,
408,"Saguenay (CMA), Que.",  Women+,36,,
408,"Saguenay (CMA), Que.",  Women+,37,,
408,"Saguenay (CMA), Que.",  Women+,38,,
408,"Saguenay (CMA), Que.",  Women+,39,,
408,"Saguenay (CMA), Que.",  Women+,    40 to 44 years,,
408,"Saguenay (CMA), Que.",  Women+,40,,
408,"Saguenay (CMA), Que.",  Women+,41,,
408,"Saguenay (CMA), Que.",  Women+,42,,
408,"Saguenay (CMA), Que.",  Women+,43,,
408,"Saguenay (CMA), Que.",  Women+,44,,
408,"Saguenay (CMA), Que.",  Women+,    45 to 49 years,,
408,"Saguenay (CMA), Que.",  Women+,45,,
408,"Saguenay (CMA), Que.",  Women+,46,,
408,"Saguenay (CMA), Que.",  Women+,47,,
408,"Saguenay (CMA), Que.",  Women+,48,,
408,"Saguenay (CMA), Que.",  Women+,49,,
408,"Saguenay (CMA), Que.",  Women+,    50 to 54 years,,
408,"Saguenay (CMA), Que.",  Women+,50,,
408,"Saguenay (CMA), Que.",  Women+,51,,
408,"Saguenay (CMA), Que.",  Women+,52,,
408,"Saguenay (CMA), Que.",  Women+,53,,
408,"Saguenay (CMA), Que.",  Women+,54,,
408,"Saguenay (CMA), Que.",  Women+,    55 to 59 years,,
408,"Saguenay (CMA), Que.",  Women+,55,,
408,"Saguenay (CMA), Que.",  Women+,56,,
408,"Saguenay (CMA), Que.",  Women+,57,,
408,"Saguenay (CMA), Que.",  Women+,58,,
408,"Saguenay (CMA), Que.",  Women+,59,,
408,"Saguenay (CMA), Que.",  Women+,    60 to 64 years,,
408,"Saguenay (CMA), Que.",  Women+,60,,
408,"Saguenay (CMA), Que.",  Women+,61,,
408,"Saguenay (CMA), Que.",  Women+,62,,
408,"Saguenay (CMA), Que.",  Women+,63,,
408,"Saguenay (CMA), Que.",  Women+,64,,
408,"Saguenay (CMA), Que.",  Women+,  65 years and over,,
408,"Saguenay (CMA), Que.",  Women+,    65 to 69 years,,
408,"Saguenay (CMA), Que.",  Women+,65,,
408,"Saguenay (CMA), Que.",  Women+,66,,
408,"Saguenay (CMA), Que.",  Women+,67,,
408,"Saguenay (CMA), Que.",  Women+,68,,
408,"Saguenay (CMA), Que.",  Women+,69,,
408,"Saguenay (CMA), Que.",  Women+,    70 to 74 years,,
408,"Saguenay (CMA), Que.",  Women+,70,,
